gene	log2FoldChange
Rps26	-0.331623390812568
Rps27	-0.134108841459603
Rps27a	-0.200005553451778
Rps27rt	-0.167950637652431
Rps28	-0.291953875542038
Rps29	-0.190193234978319
Rps3	-0.169947212392887
Rps3a1	-0.132790648884633
Rps4x	-0.142229771949999
Rps5	-0.103374795438168
Rps6	-0.182530476932214
Rps7	-0.258342994859938
Rps8	-0.201368214222078
Rpsa	-0.206015399048339
S1pr1	-0.425491010618755
Satb1	-0.871247073725529
Sell	-0.562238456818332
Slc25a5	-0.101071471404945
Slc35d1	-0.160711494340937
Smc4	-0.564065462138817
Smc6	-0.213153968028792
Snrpf	-0.127505731043227
Snrpg	-0.0446688021929837
Stk38	-0.353506471261027
Supt4a	-0.166562664417451
Swap70	-0.187921522861498
Tesc	-0.342071092134852
Tlr7	-0.760999386115575
Tmem108	-0.874667512523579
Tmsb10	-0.190714386584162
Tpt1	-0.16593986573586
Trbc2	-0.244431392632516
Trim59	-0.183027392375069
Txk	-0.493262823701625
Uba52	-0.0289325982316875
Ube2h	-0.169393873875819
Ugcg	-0.349451769604526
Uqcrc2	-0.136339812897605
Uqcrh	-0.138397015243258
Wnt10a	-0.202969065049345
Zfp281	-0.214425436369396
